usaf,wban,name,country,state,call,lat,lon,elev,begin,end
480980,99999,THATON,BM,"","",16.917,97.367,+0017.0,20010706,20050530
480990,99999,HPAAN,BM,"",VBPA,16.75,97.667,+0010.0,19730101,20170324
481050,99999,"","","","",,,"",19740429,19740429
481100,99999,MERGUI,BM,"",VBRN,12.433,98.6,+0037.0,19490101,20170324
483000,99999,MAE HONG SON,TH,"",VTCH,19.301,97.976,+0283.2,19540512,20170324
483009,99999,CHIANG KLANG,TH,"",VTND,19.3,100.867,+0243.0,19750821,19751121
483020,99999,DOI ANG KHANG,TH,"","",19.917,99.033,+1530.0,20060429,20170324
483070,99999,TUNG CHANG,TH,"","",19.417,100.883,+0335.0,20050108,20170324
483150,99999,THA WANG PHA,TH,"","",19.117,100.8,+0237.0,19740315,20170324
483240,99999,THOEN,TH,"","",17.633,99.25,+0192.0,20050108,20170324
483260,99999,MAE JO AGROMET,TH,"","",18.917,99,+0318.0,20070705,20080101
483270,99999,CHIANG MAI INTL,TH,"",VTCC,18.767,98.963,+0315.8,19421231,20170324
483290,99999,LAMPHUN,TH,"","",18.567,99.033,+0298.0,19850410,20170324
483300,99999,PHRAE,TH,"",VTCP,18.132,100.165,+0164.0,19520214,20170324
483315,99999,NAN,TH,"",VTNN,18.767,100.767,+0200.0,19750501,19760517
483500,99999,LOEI AGROMET,TH,"","",17.4,101.733,+0264.0,20070707,20170324
483540,99999,UDON THANI,TH,"",VTUD,17.386,102.788,+0176.5,19421231,20170324
483545,99999,UDORN AB (USAF),TH,"","",17.367,102.8,+0178.0,19730402,19760518
483550,99999,SAKON NAKHON AGROMET,TH,"","",17.117,104.05,+0192.0,20070705,20170324
483565,99999,SAKON NAKHON,TH,"",VTUI,17.195,104.119,+0161.2,19750717,20170324
483570,99999,NAKHON PHANOM,TH,"",VTUP,17.417,104.783,+0148.0,19520707,20170324
483575,99999,"","","","",,,"",19730101,19750504
483580,99999,NAKHON PHANOM AGROMET,TH,"","",17.433,104.783,+0153.0,20070705,20170324
483600,99999,NONGBUALAMPHU,TH,"","",17.217,102.417,+0228.0,20081231,20170324
483720,99999,SUKHOTHAI,TH,"","",17.1,99.8,+0050.0,20040608,20170324
483750,99999,MAE SOT,TH,"",VTPM,16.7,98.545,+0210.3,19490103,20170324
483780,99999,PHITSANULOK,TH,"",VTPP,16.783,100.279,+0044.2,19490103,20170324
483785,99999,PHITSANULOK/SARIT,TH,"",VTPP,16.817,100.267,+0044.0,19750501,19760517
483790,99999,PHETCHABUN,TH,"",VTPB,16.676,101.195,+0137.2,19500501,20170324
483816,99999,MOUNG KHOM,TH,"","",14.8,100.617,+0076.0,19730103,19730921
483820,99999,KOSUMPHISAI,TH,"","",16.25,103.067,+0154.0,19861127,20170324
483840,99999,THA PHRA AGROMET,TH,"","",16.333,102.817,+0166.0,20070705,20170324
483860,99999,PICHIT AGROMET,TH,"","",16.333,100.367,+0039.4,20070705,20170324
483870,99999,DOI MU SOE AGROMET,TH,"","",16.75,98.933,+0368.0,19890613,20170324
483880,99999,"","","","",,,"",19740429,19870519
484000,99999,NAKHON SAWAN,TH,"",VTPN,15.673,100.137,+0034.4,19490106,20170324
484005,99999,TA KHLI  THAILAND AB,TH,"",VTPI,15.233,100.283,+0037.0,19651130,19750430
484006,99999,TAKHLI,TH,"",VTPI,15.277,100.296,+0032.6,19580930,19760518
484070,99999,UBON RATCHATHANI,TH,"",VTUU,15.251,104.87,+0123.7,19490106,20170324
484076,99999,SUKHOTHAI,TH,"",VTPO,17.238,99.818,+0054.6,19750501,20170324
484080,99999,UBON RATCHATHANI AGROMET,TH,"","",15.383,105.05,+0131.0,19730202,20170324
484130,99999,WICHIAN BURI,TH,"","",15.583,101.117,+0070.0,19740315,20170324
484180,99999,BUA CHUM,TH,"","",15.267,101.2,+0051.0,19740315,20170324
484190,99999,PATHUMTHANI,TH,"","",14.1,100.617,+0007.0,20070705,20170324
484200,99999,SAMUTPRAKAN AGROMET,TH,"","",13.517,100.75,+0003.0,20081001,20170324
484250,99999,SUPHAN BURI,TH,"","",14.467,100.133,+0009.0,19490109,20170324
484262,99999,LOP BURI/KOKE KATHI,TH,"",VTBL,14.883,100.667,+0030.0,19730101,19751029
484265,99999,MOUNG KHOM/CHANDY R,TH,"","",15.05,100.917,+0061.0,19730921,19750514
484266,99999,LOP BURI/KOKE KATHI,TH,"","",14.883,100.667,+0030.0,19750501,19760518
484267,99999,MOUNG KHOM/CHANDY R,TH,"","",15.05,100.917,+0061.0,19750501,19760518
484270,99999,U THONG AGROMET,TH,"","",14.3,99.867,+0007.0,20070705,20170324
484290,99999,SUVARNABHUMI INTER AIRPORT,TH,"","",13.683,100.767,+0006.0,20070801,20170324
484300,99999,KHAO E TO,TH,"",VTBI,14.078,101.38,+0024.4,19490103,20170324
484320,99999,SURIN,TH,"","",14.883,103.5,+0147.0,19490103,20170324
484330,99999,SURIN AGROMET,TH,"","",14.883,103.45,+0145.0,20070705,20170324
484370,99999,BURERAM,TH,"","",15.233,103.25,+0184.0,20040405,20170324
484390,99999,KABINBURI,TH,"","",13.983,101.7,+0012.0,19850409,20170324
484400,99999,SRAKAEW,TH,"","",13.783,102.033,+0043.0,20050207,20170324
484530,99999,BANG NA AGROMET,TH,"","",13.667,100.617,+0006.0,20070705,20170324
484540,99999,BANGKOK PORT,TH,"","",13.7,100.567,+0006.0,19950401,20170324
484560,99999,BANGKOK INTL,TH,"",VTBD,13.913,100.607,+0002.7,19421231,20170324
484620,99999,ARANYAPRATHET,TH,"","",13.7,102.583,+0049.0,19490106,20170324
484630,99999,LAEM CHABANG,TH,"","",13.083,100.883,+0082.0,19950401,20170324
484650,99999,PHETCHABURI,TH,"",VTBJ,13.15,100.067,+0004.0,19780101,20170324
484750,99999,HUA HIN,TH,"",VTPH,12.636,99.952,+0018.9,19490102,20170324
484770,99999,SATTAHIP,TH,"",VTBU,12.683,100.983,+0018.0,19490508,20170324
484775,99999,U-TAPHAO INTL(NAVY),TH,"","",12.683,101,+0018.0,19660701,19910707
484777,99999,BAN NONG PRU NE,TH,"","",13.133,101.033,+0018.0,19750501,19750520
484800,99999,CHANTHABURI,TH,"",VTBC,12.6,102.117,+0004.0,19490116,20170324
484810,99999,PHLIU AGROMET,TH,"","",12.5,102.167,+0024.0,20070705,20170324
485000,99999,PRACHUAP,TH,"",VTBP,11.788,99.805,+0003.0,19490102,20170324
485170,99999,CHUMPHON,TH,"",VTSE,10.711,99.362,+0005.5,19490102,20170324
485510,99999,SURAT THANI,TH,"",VTSB,9.133,99.136,+0006.1,19490109,20170324
485520,99999,CHA IAN,TH,"",VTSN,8.471,99.956,+0013.4,19490113,20170324
485530,99999,KHANOM,TH,"","",9.25,99.867,+0005.0,19950401,20030326
485550,99999,SURAT THANI AGROMET,TH,"","",9.1,99.633,+0037.0,20070705,20170324
485570,99999,CHAWANG,TH,"","",8.433,99.517,+0030.0,20040811,20170324
485575,99999,NAKHON SI THAMMARAT,TH,"",VTSF,8.54,99.945,+0004.0,20050322,20170324
485600,99999,PHATTHALUNG AGROMET,TH,"","",7.583,100.167,+0004.0,20070705,20170324
485660,99999,KO LANTA,TH,"","",7.533,99.05,+0003.0,19490122,20170324
485670,99999,TRANG,TH,"",VTST,7.509,99.617,+0020.4,19620124,20170324
485680,99999,SONGKHLA,TH,"",VTSH,7.187,100.608,+0003.7,19421231,20170324
485685,99999,SONGKHLA,TH,"","",7.183,100.617,+0004.0,19750501,19760518
485690,99999,HAT YAI INTL,TH,"",VTSS,6.933,100.393,+0027.4,19730101,20170324
485700,99999,KHOUN KHAN,TH,"",VTSA,6.661,100.08,+0005.5,19780101,20170324
485806,99999,HAT YAI INTL (AFB)&,TH,"","",6.933,100.417,+0027.0,19730101,19730311
485830,99999,NARATHIWAT,TH,"",VTSC,6.52,101.743,+0004.9,19490201,20170324
486000,99999,LANGKAWI INTL,MY,"",WMKL,6.33,99.729,+0008.8,19901210,20170324
486010,99999,PENANG INTL,MY,"",WMKP,5.297,100.277,+0003.4,19490101,20170324
486011,99999,SIMPANG,MY,"",WMKF,3.112,101.703,+0033.8,20070226,20070227
486020,99999,BUTTERWORTH,MY,"",WMKB,5.466,100.391,+0003.4,19490101,20170324
486022,99999,SULTAN ABDUL HALIM,MY,"",WMKA,6.194,100.403,+0004.6,20040706,20170324
486023,99999,SULTAN AZLAN SHAH,MY,"",WMKI,4.568,101.092,+0039.6,20040706,20170324
486024,99999,SULTAN MAHMUD,MY,"","",5.383,103.1,+0007.0,20040706,20050612
486040,99999,CHUPING,MY,"","",6.483,100.267,+0022.0,20040513,20040513
486150,99999,SULTAN ISMAIL PETRA,MY,"",WMKC,6.167,102.293,+0004.9,19490105,20170324
486180,99999,SULTAN MAHMUD,MY,"",WMKN,5.383,103.103,+0006.4,20011012,20170324
486340,99999,KUALA LIPIS,MY,"","",4.183,102.05,+0169.0,19490101,19531030
486470,99999,SULTAN ABDUL AZIZ SHAH INTL,MY,"",WMSA,3.131,101.549,+0027.4,19490101,20170324
486500,99999,KUALA LUMPUR INTL,MY,"",WMKK,2.746,101.71,+0021.0,20000918,20170324
486530,99999,TEMERLOH,MY,"","",3.467,102.383,+0040.0,19490101,20070227
486580,99999,BOGUS MALAYSIAN,MY,"","",,,"",19890204,20021127
486650,99999,MALACCA,MY,"",WMKM,2.263,102.252,+0010.7,19490101,20170324
486720,99999,KLUANG,MY,"","",2.017,103.317,+0086.0,19750407,19750413
486920,99999,SINGAPORE/SELETAR,SN,"","",1.417,103.883,+0014.0,19620501,20040605
486980,99999,SINGAPORE CHANGI INTL,SN,"",WSSS,1.35,103.994,+0006.7,19560103,20170324
487470,99999,SAVANNAKHET,LA,"","",16.55,104.75,+0155.0,20020713,20030101
488020,99999,SA PA,VM,"","",22.35,103.817,+1581.0,19590502,20170324
488030,99999,LAO CAI,VM,"","",22.5,103.967,+0097.0,19490502,20170324
488080,99999,CAO BANG,VM,"","",22.667,106.25,+0243.0,19490502,20170324
488193,99999,HANOI/GIALAM,VM,"",VVGL,21.033,105.85,+0012.0,19840909,19890705
488200,99999,NOIBAI INTL,VM,"",VVNB,21.221,105.807,+0011.9,19581201,20170324
488230,99999,NAM DINH,VM,"","",20.433,106.15,+0003.0,19740924,20170324
488250,99999,HA DONG,VM,"","",20.967,105.767,+0007.9,19800808,20170324
488300,99999,LANG SON,VM,"","",21.833,106.767,+0263.0,19740924,20170324
488380,99999,MONG CAI,VM,"","",21.517,107.967,+0007.0,19740924,20170324
488430,99999,MUONG SEN,VM,"","",19.4,104.15,+0220.0,19800710,19820302
488490,99999,DONG HA,VM,"","",16.817,107.1,+0025.0,19660101,19850722
488505,99999,KHE SANH,VM,"","",16.633,106.717,+0420.0,19670731,19710328
488520,99999,PHUBAI,VM,"",VVPB,16.402,107.703,+0014.6,19570101,20170324
488525,99999,L.Z. SALLY,VM,"","",16.517,107.467,-0999.0,19680402,19700310
488580,99999,PLEIKU AB/CU-HANH,VM,"",VVPK,14,108.017,+0742.0,19730101,19801218
488635,99999,DUC PHO,VM,"","",14.817,108.967,+0011.0,19671130,19710617
488640,99999,CHU LAI,VM,"","",15.417,108.7,+0008.0,19650531,19711127
488671,99999,AN KHE,VM,"","",13.967,108.667,+0421.0,19651130,19701212
488675,99999,CAMP RADCLIFF/ANKHE,VM,"","",13.983,108.65,+0771.0,19700312,19701116
488676,99999,PHU CAT,VM,"","",13.95,109.05,+0034.0,19661231,19750331
488690,99999,"","","","",,,"",19870519,19870519
488700,99999,QUY NHON,VM,"",VVQN,13.767,109.217,+0006.0,19570104,20170324
488730,99999,TUY-HOA,VM,"","",13.083,109.283,+0011.0,19561231,20131115
488750,99999,BANMETHUOT,VM,"","",12.683,108.083,+0537.0,19561231,20170324
488770,99999,NHA TRANG,VM,"",VVNT,12.25,109.2,+0010.0,19561231,20170324
488810,99999,BECAME STN 488811,VM,"","",11.75,108.383,+0962.0,19490304,19750331
488811,99999,DA LAT/LIEN KHUONG,VM,"",VVDL,11.753,108.362,+0962.0,20100319,20100319
488890,99999,PHAN RANG,VM,"","",11.633,108.95,+0031.0,20080530,20130409
488896,99999,PHAN RANG,VM,"","",11.633,108.95,+0031.0,19660103,19750402
488910,99999,DAU TIENG,VM,"","",11.267,106.317,+0016.0,19660731,19700320
488915,99999,TAY NINH WEST,VM,"","",11.317,106.067,+0008.0,19661130,19700807
488925,99999,PHU LOI,VM,"","",11,106.7,+0034.0,19660419,19711231
488926,99999,PHUOC-VINH,VM,"","",11.3,106.8,+0058.0,19660731,19731216
488935,99999,CU CHI,VM,"","",10.983,106.517,+0012.0,19660331,19701124
488940,99999,NHA BE,VM,"","",10.65,106.717,+0003.6,20130702,20170324
488966,99999,GIA RAY,VM,"","",10.967,107.4,+0142.0,19701001,19710314
489000,99999,TANSONNHAT INTL,VM,"",VVTS,10.819,106.652,+0010.1,19490102,20170324
489005,99999,DIAN,VM,"","",10.9,106.75,+0032.0,19661007,19710306
489030,99999,VUNGTAU/PHARE,VM,"","",10.333,107.083,+0175.0,19490502,19790217
489070,99999,RACH GIA,VM,"","",10,105.083,+0003.0,19560117,20170324
489100,99999,VINH LONG,VM,"","",10.25,105.95,+0003.0,19630515,20120930
489105,99999,TAN AN,VM,"","",10.55,106.4,+0003.0,19670630,19700907
489130,99999,BA-XUYEN/SOC TRANG,VM,"","",9.6,105.967,+0005.0,19490502,20131105
489170,99999,PHU QUOC,VM,"","",10.217,103.967,+0004.0,19570403,20170324
489190,99999,HUYEN TRAN,VM,"","",8.017,110.617,+0019.0,19970201,20170324
489210,99999,BOUNNEUA,LA,"","",21.633,101.883,+0923.0,20030330,20170324
489220,99999,"","","","",,,"",19870519,19870519
489240,99999,LUANG NAMTHA (M.SING),LA,"",VLLN,21.05,101.467,+0644.0,20030330,20170324
489245,99999,XIENG LOM,LA,"",VLXL,19.65,100.817,+0579.0,19730101,19730831
489250,99999,OUDOMXAY,LA,"","",20.683,102,+0550.0,19840701,20170324
489260,99999,HOUEI-SAI *,LA,"","",20.25,100.433,-0999.9,19740610,20170324
489280,99999,SAM-NEUA,LA,"","",20.417,104.067,+1000.0,19590829,20170324
489286,99999,NAM TAN DAM,LA,"","",19.017,101.5,+0366.0,19730101,19730801
489288,99999,"","","","",,,"",19730101,19730619
489305,99999,VANG VIENG(CIV/MIL),LA,"",VLVV,18.917,102.45,+0296.0,19730101,19730822
489306,99999,PHU CUM,LA,"","",19.9,103.117,+1158.0,19670824,19681230
489325,99999,BOUAM LONG,LA,"","",19.75,103.333,+1463.0,19730114,19730624
489350,99999,PLAINE DES JARRES (XIENGKHOUA,LA,"","",19.467,103.133,+1050.0,19511011,20170324
489360,99999,PAKLAY,LA,"","",18.2,101.2,+0220.0,19730814,20020813
489365,99999,SKYLINE/BAN SAN TON,LA,"","",19.167,102.9,+1585.0,19680106,19700228
489370,99999,NAM THANE,LA,"","",19.117,101.55,+0370.0,19731113,19801226
489390,99999,VANGVIENG,LA,"","",18.917,102.45,+0298.0,19801005,19840724
489410,99999,PHONHONG,LA,"","",18.467,102.4,+0179.0,20020530,20170324
489420,99999,HAT DOKEO,LA,"","",17.85,102.6,+0165.0,20090916,20120111
489425,99999,PHU MIENG MANE,LA,"","",17.667,101.083,+0620.0,19730101,19730706
489445,99999,GROVE JONES-2,LA,"","",18.05,104.317,+0159.0,19730101,19730430
489470,99999,SAVANNAKHET,LA,"",VLSK,16.557,104.76,+0155.1,19680131,20170324
489475,99999,THAKHEK WEST,LA,"","",17.4,104.817,+0150.0,19730101,19730803
489485,99999,BANG DONG HENE,LA,"","",16.7,105.3,+0143.0,19730101,19730803
489489,99999,XE BANG FAI,LA,"","",17.083,104.983,+0146.0,19730101,19730803
489500,99999,"","","","",,,"",19870519,19870519
489526,99999,SARAVANE,LA,"","",15.717,106.417,+0175.0,19660313,19680218
489530,99999,SEKONG,LA,"","",15.333,106.683,+0143.0,20090801,20170324
489550,99999,PAKSE,LA,"",VLIP,15.117,105.167,+0102.0,19490807,20170324
489559,99999,BAN DON TALAT,LA,"","",14.783,105.783,+0084.0,19730101,19730803
489595,99999,KHONG ISLAND,LA,"",VLKG,14.117,105.833,+0076.0,19730101,19730803
489680,99999,PURSAT,CB,"","",12.55,103.85,+0018.0,19490901,20150603
489690,99999,BANTEAY MEANCHEY,CB,"","",13.617,102.967,+0031.0,19750109,19751127
489800,99999,"","","","",,,"",19870519,19870519
489820,99999,KOS KONG,CB,"","",11.617,103,+0004.0,19730102,19740425
489830,99999,SIHANOUK VILLE,CB,"","",10.633,103.483,+0015.0,19560528,20170322
489850,99999,KAMPOT,CB,"","",10.6,104.183,+0004.0,19490102,20170322
489910,99999,PHNOM PENH INTL,CB,"",VDPP,11.547,104.844,+0012.2,19490102,20170324
489920,99999,KOMPONG SPEU,CB,"","",11.467,104.567,+0027.0,19741127,19750703
489970,99999,CPREY VENG,CB,"","",11.467,105.317,+0002.0,20111201,20140116
501360,99999,MOHE,CH,"","",52.967,122.533,+0438.0,19730101,20170324
503490,99999,JIU-HAI-LAI,CH,"","",51.133,124.05,+0610.0,19730105,20020513
504250,99999,SAN-HE,CH,"","",50.5,120.067,+0671.0,19570601,20040809
504420,99999,XIAO-YANG-QI,CH,"","",50.8,124.283,+0549.0,19730313,20020513
505270,99999,HAILAR,CH,"","",49.25,119.7,+0650.0,19560820,20170324
505280,99999,HAI-LAR/TUNGSHAN,CH,"",ZYLA,49.217,119.8,+0488.0,19790701,20020731
505480,99999,XIAO'ERGOU,CH,"","",49.2,123.717,+0288.0,19570531,20170324
505640,99999,SUNWU,CH,"","",49.433,127.35,+0235.0,19560820,20170324
506030,99999,XIN BARAG YOUQI,CH,"","",48.683,116.817,+0556.7,19600101,20170324
506320,99999,BUGT,CH,"","",48.767,121.917,+0739.0,19560820,20170324
506390,99999,ZALANTUN,CH,"","",48,122.733,+0310.0,19560820,19611031
506460,99999,BORDO,CH,"","",48.483,124.85,+0199.0,19570601,19590831
506560,99999,LONG-ZHEN,CH,"","",48.65,126.667,+0305.0,19610801,20130120
507270,99999,ARXAN,CH,"","",47.167,119.933,+0997.0,19560820,20170324
507410,99999,NORTHEAST,CH,"","",47.9,133.5,+0050.0,19570601,19590831
507450,99999,SANJIAZI,CH,"",ZYQQ,47.24,123.918,+0145.4,19560820,20170324
507560,99999,HAILUN,CH,"","",47.45,126.867,+0248.0,19560820,20170324
507580,99999,MING-SHUI,CH,"","",47.25,125.883,+0259.0,19570601,20020613
507750,99999,HE-GANG,CH,"","",47.35,130.2,+0198.0,19570602,20030124
507870,99999,BOGUS CHINESE,CH,"","",,,"",19880208,20020101
507880,99999,FUJIN,CH,"","",47.233,131.983,+0065.0,19560820,20170324
508340,99999,TE-PO-SU-K/-MIAO,CH,"","",46.5,121.367,+0427.0,19610801,20090904
508450,99999,NAME/LOCATION UNKN,CH,"","",0,0,-0999.0,19801002,20020906
508540,99999,ANDA,CH,"","",46.383,125.317,+0150.0,19560820,20170324
508770,99999,YI-LAN,CH,"","",46.3,129.55,+0099.0,19610801,20020513
509150,99999,ULIASTAI,CH,"","",45.517,116.967,+0840.0,19560820,20170324
509880,99999,BOGUS CHINESE,CH,"","",,,"",19890406,20020509
510560,99999,APPROXIMATE LOCALE,CH,"","",47.933,86.167,+0000.0,19890508,20020918
510860,99999,BOGUS CHINESE,CH,"","",,,"",19840502,20020924
510870,99999,FUYUN,CH,"","",46.983,89.517,+0827.0,19560820,20170324
511160,99999,BOGUS CHINESE,CH,"","",,,"",19870103,20020803
511330,99999,TACHENG,CH,"","",46.733,83,+0535.0,19610901,20170324
511860,99999,QINGHE/QINGGLI,CH,"","",46.717,90.4,+1463.0,19620302,20020820
512320,99999,PA-ERH-LU-K'O MTN,CH,"","",45.95,82.567,+1067.0,19591209,20020513
512880,99999,BAYTIK SHAN,CH,"","",45.367,90.533,+1651.0,19591209,20170324
512940,99999,BOGUS CHINESE,CH,"","",,,"",19860504,20011008
513300,99999,BOLE/BORTALA,CH,"","",44.917,82.067,+1366.0,19620302,20020513
513560,99999,SHIHEZI,CH,"","",44.3,86.033,+0457.0,19560820,20020221
514630,99999,WU LU MU QI,CH,"","",43.783,87.617,+0919.0,19560820,20170324
514635,99999,DIWOPU,CH,"",ZWWW,43.907,87.474,+0647.7,19850209,20170324
514670,99999,BALGUNTAY,CH,"","",42.667,86.333,+1753.0,19600101,20170324
514950,99999,SHISANJIANFANG,CH,"","",43.217,91.733,+0732.0,19560820,20170324
515260,99999,CHUGIRTY,CH,"","",42.8,80.85,+2042.0,19620302,20020513
515420,99999,BAYANBULAK,CH,"","",43.033,84.15,+2459.0,19600101,20170324
515730,99999,TURPAN,CH,"","",42.95,89.233,+0039.3,19560820,20170324
516280,99999,WEN-SU,CH,"","",41.267,80.233,+1286.0,19560820,19991014
516330,99999,BAICHENG/BAY,CH,"","",41.767,81.867,+1280.0,19621101,20020513
516560,99999,KORLA,CH,"","",41.733,85.817,+0903.0,19610901,20170324
517010,99999,SAI-K'O-LO-T'E-MA,CH,"","",40.45,75.383,+3651.0,19620302,20020805
517090,99999,KASHI,CH,"",ZWSH,39.543,76.02,+1380.4,19571004,20170324
517110,99999,AKQI,CH,"","",40.933,78.45,+1986.0,19570701,20170324
517200,99999,CH'I-LAN-TAI,CH,"","",40.533,79.533,+1158.0,19620202,20030516
517300,99999,ALAR,CH,"","",40.5,81.05,+1013.0,19620302,20170324
517470,99999,TAZHONG,CH,"","",39,83.667,+1099.0,20010915,20170324
517770,99999,RUOQIANG,CH,"","",39.033,88.167,+0889.0,19560820,20170324
517780,99999,BOGUS CHINESE,CH,"","",,,"",19801004,20020611
517860,99999,BOGUS CHINESE,CH,"","",,,"",19801004,20011214
518040,99999,P U-LI,CH,"","",37.783,75.233,+3159.0,19570201,19600328
518110,99999,SHACHE,CH,"","",38.433,77.267,+1232.0,19560820,20170324
518280,99999,HOTAN,CH,"",ZWTN,37.133,79.933,+1375.0,19560820,20170324
518390,99999,MINFENG,CH,"","",37.067,82.717,+1409.0,19600101,20020513
518480,99999,ANDIR,CH,"","",37.933,83.65,+1264.0,19620302,19990104
518950,99999,ZILIUJING WEST,CH,"","",37.85,91.483,+3061.0,19560820,19610705
519310,99999,YUTIAN/KERIYA,CH,"","",36.867,81.7,+1554.0,19560820,20030629
521010,99999,BARKOL,CH,"","",43.583,92.85,+1584.0,19610901,20020530
521180,99999,YIWU,CH,"","",43.267,94.7,+1729.0,19610901,20021231
522030,99999,HAMI,CH,"",ZWHM,42.817,93.517,+0739.0,19560820,20170324
522610,99999,"","","","",,,"",19870507,19870507
522680,99999,APPROXIMATE LOCALE,CH,"","",42.083,101.667,+0000.0,19740425,20020522
523130,99999,XING-XING-XIA,CH,"","",41.783,95.133,+1935.0,19560820,20011109
523180,99999,HONGLIUYUAN,CH,"","",41.067,95.417,+1524.0,19740612,19750417
523330,99999,YEH-MA-CHING,CH,"","",41.7,98.25,+1463.0,19740430,19820421
523430,99999,SHU-LUN-CHING,CH,"","",41.95,100,+0958.0,19610701,19611031
523910,99999,PANG-TING-TO-TO-KAI,CH,"","",41.75,103.967,+1463.0,19600101,20020416
524180,99999,DUNHUANG,CH,"","",40.15,94.683,+1140.0,19560820,20170324
524310,99999,BOGUS CHINESE,CH,"","",,,"",19840102,19860927
524320,99999,"","","","",,,"",19870518,19870518
524950,99999,BAYAN MOD,CH,"","",40.75,104.5,+1329.0,19610902,20170324
525330,99999,JIUQUAN/SUZHOU,CH,"",ZLJQ,39.767,98.483,+1478.0,19460331,20170324
525331,99999,ZHONGCHUAN,CH,"",ZLLL,36.515,103.62,+1947.1,20040713,20170324
525430,99999,BOGUS CHINESE,CH,"","",,,"",19801002,20020501
526180,99999,DANGCHENGWAN SOUTH,CH,"","",39.167,94.833,+3746.0,19620302,19620430
526450,99999,YEH-NIU-KOU,CH,"","",38.467,99.55,+2169.0,19600301,20020513
526530,99999,ZHANG-YE/SOUTHEAST,CH,"","",38.8,100.667,+1463.0,19731109,20011012
526570,99999,BABAO,CH,"","",38.233,100.25,+2700.0,19600101,20020513
526740,99999,JIN-CHANG,CH,"","",38.467,102.183,+1676.0,19640101,20020513
526810,99999,MINQIN,CH,"","",38.633,103.083,+1367.0,19570502,20170324
526980,99999,GOLMUD NW,CH,"","",0,0,-0999.0,19800703,20010829
527020,99999,SHA-LIANG-ZI,CH,"","",37.917,93.35,+0000.0,19801005,20010903
527370,99999,DELINGHA,CH,"","",37.367,97.367,+2982.0,19560820,20170324
527380,99999,BOGUS CHINESE,CH,"","",0,0,-0999.0,19731129,20011104
527650,99999,HAO-MEN,CH,"","",37.367,101.617,+2682.0,19610901,20020513
527820,99999,NAME/LOCATION UNKN,CH,"","",,,"",19801004,20011110
527980,99999,BOGUS CHINESE,CH,"","",37.067,104.467,+1829.0,19740427,20160421
528130,99999,GOL-MUD (?),CH,"","",36.817,95.35,+2731.0,19731109,20011126
528180,99999,GOLMUD,CH,"",ZLGM,36.417,94.9,+2809.0,19560820,20170324
528250,99999,NUO-MU-HONG,CH,"","",36.45,96.467,+2804.0,19570601,20021025
528260,99999,BOGUS CHINESE,CH,"","",0,0,-0999.0,19801001,19850320
528330,99999,SERH,CH,"","",36.95,98.35,+2987.0,19890901,20020513
528540,99999,JIANG-XI-GOU (?),CH,"","",0,0,-0999.0,19570701,20020910
528560,99999,GONGHE,CH,"","",36.35,100.783,+2743.0,19560820,20020513
528570,99999,BOGUS CHINESE,CH,"","",,,"",19801004,19850328
528660,99999,XINING,CH,"",ZLXN,36.617,101.767,+2262.0,19560820,20170324
528680,99999,HEY-IN,CH,"","",36.033,101.433,+2072.0,19620302,20051212
528860,99999,APPROXIMATE LOCALE,CH,"","",36.567,103.7,+1951.0,19731108,20020803
528890,99999,LANZHOU,CH,"","",36.05,103.883,+1518.0,19560820,20170220
529070,99999,BOGUS CHINESE,CH,"","",35.167,92.833,+4877.0,19740601,20020310
529080,99999,WUDAOLIANG,CH,"","",35.217,93.083,+4613.0,19570701,20170324
529400,99999,APPROXIMATE LOCALE,CH,"","",35.5,99.333,+0000.0,19841101,19851116
529420,99999,ZIKETAN WEST,CH,"","",35.767,99.167,+4723.0,19600101,19600430
529430,99999,XINGHAI,CH,"","",35.75,99.983,+3200.0,19600601,20020923
529470,99999,APPROXIMATE LOCALE,CH,"","",35.167,98.75,+0000.0,19831203,19850625
529570,99999,TONGDE,CH,"","",35.267,100.65,+3290.0,19560820,19990422
529580,99999,APPROXIMATE LOCALE,CH,"","",35.267,100.65,+0000.0,19731129,19890816
529680,99999,SON-AG,CH,"","",35.033,101.467,+3565.0,19620302,20020208
529740,99999,BOGUS CHINESE,CH,"","",,,"",19910201,20020417
529830,99999,YU ZHONG,CH,"","",35.867,104.15,+1875.0,20040510,20170324
529840,99999,LINXIA,CH,"","",35.467,102.983,+1920.0,19620302,20020513
529860,99999,LINTAO,CH,"","",35.333,104,+1905.0,19570705,20020513
529960,99999,HUAJIALING,CH,"","",35.383,105,+2450.0,19560820,20170324
530680,99999,ERENHOT,CH,"","",43.65,112,+0966.0,19560820,20170324
530780,99999,BOGUS CHINESE,CH,"","",0,0,-0999.0,19740420,20020610
531490,99999,MANDAL,CH,"","",42.533,110.133,+1223.0,19580101,20170324
531920,99999,ABAG QI,CH,"","",44.017,115,+1147.7,19560820,20170324
532310,99999,HAILS,CH,"","",41.45,106.383,+1510.0,19600102,20170324
532760,99999,JURH,CH,"","",42.4,112.9,+1152.0,19560820,20170324
532780,99999,BOIN SUM,CH,"","",42.2,112.517,+1280.0,19890901,19910607
533310,99999,BOGUS CHINESE,CH,"","",0,0,-0999.0,19801001,20011010
533360,99999,HALIUT,CH,"","",41.567,108.517,+1290.0,19560820,20170324
533520,99999,BAILING-MIAO,CH,"","",41.7,110.433,+1377.0,19560820,20170324
